sumario_S8__D5_C11_GPovo.txt.seg_S9, 0.6, 0, 1, COMPLEMENTO, 0.1, 0.5, sim
sumario_S10__D3_C11_OGlobo.txt.seg_S7, 0.3333333333333333, 0, 1, COMPLEMENTO, 0.3, 0.18571428571428572, nao
sumario_S10__D3_C11_OGlobo.txt.seg_S6, 0.0, 0, 0, NOT_RELATION, 0.4, 0.17543859649122806, nao
sumario_S10__D3_C11_OGlobo.txt.seg_S5, 0.0, 0, 0, NOT_RELATION, 0.5, 0.4411764705882353, nao
sumario_S10__D3_C11_OGlobo.txt.seg_S4, 0.0, 0, 0, NOT_RELATION, 0.6, 0.7046632124352331, nao
sumario_S10__D3_C11_OGlobo.txt.seg_S9, 0.16666666666666666, 0, 0, NOT_RELATION, 0.1, 0.5985915492957746, nao
sumario_S10__D3_C11_OGlobo.txt.seg_S8, 0.16666666666666666, 0, 1, COMPLEMENTO, 0.2, 0.40350877192982454, nao
sumario_S2__D1_C2_Folha.txt.seg_S3, 0.14285714285714285, 0, 0, NOT_RELATION, 0.16666666666666666, 0.3695652173913043, nao
sumario_S4__D1_C4_Folha.txt.seg_S10, 0.0, 0, 0, NOT_RELATION, 0.25, 0.5873015873015873, nao
sumario_S2__D1_C2_Folha.txt.seg_S2, 0.7142857142857143, 0, 1, COMPLEMENTO, 0.16666666666666666, 0.6568047337278107, sim
sumario_S6__D5_C11_GPovo.txt.seg_S2, 0.14285714285714285, 0, 0, NOT_RELATION, 0.4, 0.5645161290322581, nao
sumario_S3__D2_C14_Estadao.txt.seg_S9, 0.0, 0, 0, NOT_RELATION, 0.5, 0.5919282511210763, nao
sumario_S7__D5_C26_GPovo.txt.seg_S1, 0.0, 0, 0, NOT_RELATION, 0.6666666666666666, 0.6174863387978142, nao
sumario_S2__D1_C2_Folha.txt.seg_S1, 0.0, 0, 0, NOT_RELATION, 0.0, 0.7314814814814815, nao
sumario_S8__D1_C25_Folha.txt.seg_S6, 0.0, 0, 0, NOT_RELATION, 0.5714285714285714, 0.9344262295081968, nao
sumario_S3__D2_C18_Estadao.txt.seg_S34, 0.0, 0, 0, NOT_RELATION, 0.75, 0.028846153846153848, nao
sumario_S3__D2_C18_Estadao.txt.seg_S35, 0.0, 0, 0, NOT_RELATION, 0.75, 0.545045045045045, nao
sumario_S3__D2_C18_Estadao.txt.seg_S36, 0.08333333333333333, 0, 0, NOT_RELATION, 0.75, 0.45544554455445546, nao
sumario_S3__D2_C18_Estadao.txt.seg_S37, 0.0, 0, 0, NOT_RELATION, 0.875, 0.12871287128712872, nao
sumario_S3__D2_C18_Estadao.txt.seg_S30, 0.25, 0, 0, NOT_RELATION, 0.625, 0.28368794326241137, nao
sumario_S3__D2_C18_Estadao.txt.seg_S31, 0.0, 0, 0, NOT_RELATION, 0.625, 0.1782178217821782, nao
sumario_S3__D2_C18_Estadao.txt.seg_S32, 0.16666666666666666, 0, 1, REDUNDANCIA, 0.625, 0.21705426356589147, nao
sumario_S3__D2_C18_Estadao.txt.seg_S33, 0.0, 0, 0, NOT_RELATION, 0.75, 0.536697247706422, nao
sumario_S1__D2_C6_Estadao.txt.seg_S6, 0.09090909090909091, 0, 0, NOT_RELATION, 0.25, 0.4831932773109244, nao
sumario_S2__D1_C2_Folha.txt.seg_S7, 0.14285714285714285, 0, 0, NOT_RELATION, 0.16666666666666666, 0.45794392523364486, nao
sumario_S1__D2_C6_Estadao.txt.seg_S4, 0.13636363636363635, 0, 0, NOT_RELATION, 0.25, 0.35294117647058826, nao
sumario_S1__D2_C6_Estadao.txt.seg_S5, 0.22727272727272727, 0, 1, REDUNDANCIA, 0.25, 0.42857142857142855, nao
sumario_S1__D2_C6_Estadao.txt.seg_S2, 0.18181818181818182, 0, 1, COMPLEMENTO, 0.0, 0.09663865546218488, nao
sumario_S1__D2_C6_Estadao.txt.seg_S3, 0.0, 0, 0, NOT_RELATION, 0.0, 0.5336134453781513, nao
sumario_S1__D2_C6_Estadao.txt.seg_S1, 0.36363636363636365, 0, 1, REDUNDANCIA, 0.0, 0.4411764705882353, sim
sumario_S7__D1_C43_Folha.txt.seg_S8, 0.0, 0, 0, NOT_RELATION, 0.5, 0.5, nao
sumario_S7__D1_C43_Folha.txt.seg_S9, 0.0, 0, 0, NOT_RELATION, 0.3333333333333333, 0.36, nao
sumario_S8__D1_C18_Folha.txt.seg_S3, 0.0, 0, 0, NOT_RELATION, 0.0, 0.13333333333333333, nao
sumario_S9__D1_C48_Folha.txt.seg_S20, 0.0, 0, 0, NOT_RELATION, 0.25, 0.6336633663366337, nao
sumario_S2__D1_C2_Folha.txt.seg_S5, 0.0, 0, 0, NOT_RELATION, 0.0, 0.7251184834123223, nao
sumario_S10__D3_C33_OGlobo.txt.seg_S13, 0.0, 0, 0, NOT_RELATION, 0.25, 0.3898305084745763, nao
sumario_S7__D1_C43_Folha.txt.seg_S1, 0.0, 1, 0, NOT_RELATION, 0.5, 0.8032786885245902, nao
sumario_S7__D1_C43_Folha.txt.seg_S2, 0.0, 2, 0, NOT_RELATION, 0.3333333333333333, 0.7798165137614679, nao
sumario_S7__D1_C43_Folha.txt.seg_S3, 0.0, 1, 0, NOT_RELATION, 0.16666666666666666, 0.7948717948717948, nao
sumario_S7__D1_C43_Folha.txt.seg_S4, 0.0, 0, 0, NOT_RELATION, 0.0, 0.3684210526315789, nao
sumario_S7__D1_C43_Folha.txt.seg_S5, 0.0, 0, 0, NOT_RELATION, 0.16666666666666666, 0.49473684210526314, nao
sumario_S7__D1_C43_Folha.txt.seg_S6, 0.0, 0, 0, NOT_RELATION, 0.3333333333333333, 0.5966386554621849, nao
sumario_S7__D1_C43_Folha.txt.seg_S7, 0.0, 0, 0, NOT_RELATION, 0.5, 0.7, nao
sumario_S4__D2_C34_Estadao.txt.seg_S31, 0.043478260869565216, 0, 0, NOT_RELATION, 0.5714285714285714, 0.6083916083916084, nao
sumario_S4__D2_C34_Estadao.txt.seg_S30, 0.043478260869565216, 0, 0, NOT_RELATION, 0.5714285714285714, 0.5909090909090909, nao
sumario_S4__D2_C34_Estadao.txt.seg_S32, 0.0, 0, 0, NOT_RELATION, 0.5714285714285714, 0.4755244755244755, nao
sumario_S3__D1_C27_Folha.txt.seg_S18, 0.06666666666666667, 0, 0, NOT_RELATION, 0.2727272727272727, 0.5259259259259259, nao
sumario_S3__D1_C27_Folha.txt.seg_S19, 0.13333333333333333, 0, 0, NOT_RELATION, 0.36363636363636365, 0.6, nao
sumario_S5__D2_C29_OGlobo.txt.seg_S5, 0.0, 0, 0, NOT_RELATION, 0.4, 0.4909090909090909, nao
sumario_S3__D1_C27_Folha.txt.seg_S14, 0.06666666666666667, 0, 0, NOT_RELATION, 0.18181818181818182, 0.6592592592592592, nao
sumario_S3__D1_C27_Folha.txt.seg_S15, 0.0, 0, 0, NOT_RELATION, 0.18181818181818182, 0.48148148148148145, nao
sumario_S3__D1_C27_Folha.txt.seg_S16, 0.0, 0, 0, NOT_RELATION, 0.2727272727272727, 0.24444444444444444, nao
sumario_S3__D1_C27_Folha.txt.seg_S17, 0.0, 0, 0, NOT_RELATION, 0.2727272727272727, 0.2518518518518518, nao
sumario_S3__D1_C27_Folha.txt.seg_S10, 0.06666666666666667, 0, 0, NOT_RELATION, 0.09090909090909091, 0.11851851851851852, nao
sumario_S3__D1_C27_Folha.txt.seg_S11, 0.0, 0, 0, NOT_RELATION, 0.09090909090909091, 0.6888888888888889, nao
sumario_S7__D4_C27_JB.txt.seg_S31, 0.1, 0, 0, NOT_RELATION, 0.36363636363636365, 0.28, nao
sumario_S3__D1_C27_Folha.txt.seg_S13, 0.13333333333333333, 0, 0, NOT_RELATION, 0.18181818181818182, 0.014814814814814815, nao
sumario_S5__D1_C27_Folha.txt.seg_S5, 0.1111111111111111, 0, 0, NOT_RELATION, 0.2727272727272727, 0.41830065359477125, nao
sumario_S5__D2_C29_OGlobo.txt.seg_S1, 0.0, 0, 0, NOT_RELATION, 0.4, 0.6164383561643836, nao
sumario_S10__D5_C26_GPovo.txt.seg_S3, 0.1111111111111111, 1, 0, NOT_RELATION, 0.7777777777777778, 0.24742268041237114, nao
sumario_S10__D5_C26_GPovo.txt.seg_S2, 0.05555555555555555, 0, 0, NOT_RELATION, 0.8888888888888888, 0.25510204081632654, nao
sumario_S10__D5_C26_GPovo.txt.seg_S1, 0.05555555555555555, 0, 0, NOT_RELATION, 1.0, 0.20218579234972678, nao
sumario_S2__D2_C16_Estadao.txt.seg_S9, 0.0, 0, 0, NOT_RELATION, 0.2, 0.34177215189873417, nao
sumario_S2__D2_C16_Estadao.txt.seg_S8, 0.0, 1, 0, NOT_RELATION, 0.0, 0.2974683544303797, nao
sumario_S10__D5_C26_GPovo.txt.seg_S5, 0.0, 0, 0, NOT_RELATION, 0.5555555555555556, 0.3219178082191781, nao
sumario_S10__D5_C26_GPovo.txt.seg_S4, 0.1111111111111111, 0, 0, NOT_RELATION, 0.6666666666666666, 0.1506849315068493, nao
sumario_S1__D1_C30_Folha.txt.seg_S4, 0.4666666666666667, 1, 1, REDUNDANCIA, 0.3333333333333333, 0.1347517730496454, sim
sumario_S2__D2_C16_Estadao.txt.seg_S4, 0.0, 0, 0, NOT_RELATION, 0.2, 0.47468354430379744, nao
sumario_S2__D2_C16_Estadao.txt.seg_S7, 0.0, 0, 0, NOT_RELATION, 0.0, 0.34177215189873417, nao
sumario_S2__D2_C16_Estadao.txt.seg_S6, 0.0, 1, 0, NOT_RELATION, 0.0, 0.5063291139240507, nao
sumario_S2__D2_C16_Estadao.txt.seg_S1, 0.06666666666666667, 0, 0, NOT_RELATION, 0.0, 0.14594594594594595, nao
sumario_S1__D1_C30_Folha.txt.seg_S1, 0.3333333333333333, 0, 1, COMPLEMENTO, 0.0, 0.29508196721311475, nao
sumario_S2__D2_C16_Estadao.txt.seg_S3, 0.0, 0, 0, NOT_RELATION, 0.2, 0.4886731391585761, nao
sumario_S8__D1_C18_Folha.txt.seg_S5, 0.14285714285714285, 0, 0, NOT_RELATION, 0.25, 0.35714285714285715, nao
sumario_S8__D2_C48_Estadao.txt.seg_S7, 0.125, 0, 0, NOT_RELATION, 0.375, 0.33070866141732286, nao
sumario_S5__D2_C17_Estadao.txt.seg_S3, 0.0, 0, 0, NOT_RELATION, 0.16666666666666666, 0.625, nao
sumario_S8__D1_C18_Folha.txt.seg_S4, 0.0, 0, 0, NOT_RELATION, 0.125, 0.03333333333333333, nao
sumario_S2__D3_C18_GPovo.txt.seg_S1, 0.0, 0, 0, NOT_RELATION, 0.125, 0.7073170731707317, nao
sumario_S8__D4_C26_JB.txt.seg_S16, 0.0, 0, 0, NOT_RELATION, 0.0, 0.46, nao
sumario_S1__D2_C16_Estadao.txt.seg_S18, 0.0, 0, 0, NOT_RELATION, 0.8, 0.5296610169491526, nao
sumario_S1__D2_C16_Estadao.txt.seg_S19, 0.0, 0, 0, NOT_RELATION, 0.8, 0.7923728813559322, nao
sumario_S3__D2_C9_Estadao.txt.seg_S10, 0.0, 0, 0, NOT_RELATION, 0.4, 0.2248062015503876, nao
sumario_S1__D2_C16_Estadao.txt.seg_S12, 0.0, 0, 0, NOT_RELATION, 0.4, 0.3686440677966102, nao
sumario_S1__D2_C16_Estadao.txt.seg_S13, 0.047619047619047616, 0, 0, NOT_RELATION, 0.6, 0.13983050847457626, nao
sumario_S1__D2_C16_Estadao.txt.seg_S10, 0.047619047619047616, 0, 0, NOT_RELATION, 0.4, 0.7415254237288136, nao
sumario_S1__D2_C16_Estadao.txt.seg_S11, 0.09523809523809523, 0, 0, NOT_RELATION, 0.4, 0.3389830508474576, nao
sumario_S1__D2_C16_Estadao.txt.seg_S16, 0.047619047619047616, 0, 0, NOT_RELATION, 0.6, 0.1694915254237288, nao
sumario_S1__D2_C16_Estadao.txt.seg_S17, 0.09523809523809523, 0, 0, NOT_RELATION, 0.8, 0.6610169491525424, nao
sumario_S1__D2_C16_Estadao.txt.seg_S14, 0.19047619047619047, 0, 0, NOT_RELATION, 0.6, 0.1271186440677966, nao
sumario_S1__D2_C16_Estadao.txt.seg_S15, 0.0, 1, 0, NOT_RELATION, 0.6, 0.6186440677966102, nao
sumario_S12__D4_C36_JB.txt.seg_S26, 0.0, 0, 0, NOT_RELATION, 0.23076923076923078, 0.27586206896551724, nao
sumario_S12__D4_C36_JB.txt.seg_S27, 0.0, 0, 0, NOT_RELATION, 0.23076923076923078, 0.38095238095238093, nao
sumario_S12__D4_C36_JB.txt.seg_S24, 0.0, 0, 0, NOT_RELATION, 0.3076923076923077, 0.6984126984126984, nao
sumario_S12__D4_C36_JB.txt.seg_S25, 0.2857142857142857, 0, 1, COMPLEMENTO, 0.23076923076923078, 0.14864864864864866, nao
sumario_S12__D4_C36_JB.txt.seg_S22, 0.14285714285714285, 0, 0, NOT_RELATION, 0.3076923076923077, 0.1, nao
sumario_S12__D4_C36_JB.txt.seg_S23, 0.0, 0, 0, NOT_RELATION, 0.3076923076923077, 0.37623762376237624, nao
sumario_S12__D4_C36_JB.txt.seg_S20, 0.0, 0, 0, NOT_RELATION, 0.38461538461538464, 0.64, nao
sumario_S12__D4_C36_JB.txt.seg_S21, 0.0, 0, 0, NOT_RELATION, 0.38461538461538464, 0.5153846153846153, nao
sumario_S1__D3_C33_OGlobo.txt.seg_S14, 0.0, 0, 0, NOT_RELATION, 1.0, 0.6378600823045267, nao
sumario_S8__D4_C26_JB.txt.seg_S12, 0.0, 0, 0, NOT_RELATION, 0.2222222222222222, 0.5909090909090909, nao
sumario_S4__D4_C20_JB.txt.seg_S2, 0.14285714285714285, 0, 0, NOT_RELATION, 0.0, 0.23655913978494625, nao
sumario_S4__D4_C20_JB.txt.seg_S3, 0.0, 1, 0, NOT_RELATION, 0.5, 0.21978021978021978, nao
sumario_S12__D4_C36_JB.txt.seg_S28, 0.14285714285714285, 0, 0, NOT_RELATION, 0.15384615384615385, 0.12698412698412698, nao
sumario_S4__D4_C20_JB.txt.seg_S1, 0.0, 1, 0, NOT_RELATION, 0.5, 0.4132231404958678, nao
sumario_S8__D4_C26_JB.txt.seg_S11, 0.16666666666666666, 0, 0, NOT_RELATION, 0.2222222222222222, 0.46, nao
sumario_S9__D2_C27_Estadao.txt.seg_S10, 0.0, 0, 0, NOT_RELATION, 0.09090909090909091, 0.19298245614035087, nao
sumario_S6__D3_C29_GPovo.txt.seg_S12, 0.06666666666666667, 0, 0, NOT_RELATION, 0.0, 0.1452991452991453, nao
sumario_S6__D3_C29_GPovo.txt.seg_S13, 0.0, 0, 0, NOT_RELATION, 0.2, 0.042735042735042736, nao
sumario_S6__D3_C29_GPovo.txt.seg_S10, 0.06666666666666667, 0, 0, NOT_RELATION, 0.2, 0.5128205128205128, nao
sumario_S6__D3_C29_GPovo.txt.seg_S11, 0.13333333333333333, 0, 0, NOT_RELATION, 0.0, 0.29518072289156627, nao
sumario_S1__D3_C33_OGlobo.txt.seg_S15, 0.5555555555555556, 0, 0, NOT_RELATION, 1.0, 0.1111111111111111, nao
sumario_S6__D2_C48_Estadao.txt.seg_S15, 0.0, 0, 0, NOT_RELATION, 0.25, 0.14545454545454545, nao
sumario_S5__D1_C27_Folha.txt.seg_S18, 0.0, 0, 0, NOT_RELATION, 0.09090909090909091, 0.2808988764044944, nao
sumario_S2__D4_C50_JB.txt.seg_S11, 0.07142857142857142, 2, 0, NOT_RELATION, 1.0, 0.5273972602739726, nao
sumario_S2__D4_C50_JB.txt.seg_S10, 0.0, 0, 0, NOT_RELATION, 1.0, 0.30434782608695654, nao
sumario_S4__D1_C20_Folha.txt.seg_S18, 0.0, 0, 0, NOT_RELATION, 0.7142857142857143, 0.5895953757225434, nao
sumario_S4__D1_C20_Folha.txt.seg_S19, 0.0, 1, 0, NOT_RELATION, 0.8571428571428571, 0.7625418060200669, nao
sumario_S1__D3_C32_JB.txt.seg_S3, 0.05263157894736842, 0, 0, NOT_RELATION, 0.125, 0.18181818181818182, sim
sumario_S1__D3_C32_JB.txt.seg_S2, 0.10526315789473684, 0, 0, NOT_RELATION, 0.0, 0.044444444444444446, nao
sumario_S1__D3_C32_JB.txt.seg_S5, 0.21052631578947367, 0, 0, NOT_RELATION, 0.25, 0.2722222222222222, sim
sumario_S1__D3_C32_JB.txt.seg_S4, 0.0, 0, 0, NOT_RELATION, 0.125, 0.08888888888888889, nao
sumario_S1__D3_C32_JB.txt.seg_S7, 0.10526315789473684, 1, 0, NOT_RELATION, 0.375, 0.3388888888888889, nao
sumario_S1__D3_C32_JB.txt.seg_S6, 0.15789473684210525, 0, 1, COMPLEMENTO, 0.25, 0.011111111111111112, sim
sumario_S1__D3_C32_JB.txt.seg_S9, 0.21052631578947367, 0, 0, NOT_RELATION, 0.5, 0.06666666666666667, sim
sumario_S4__D1_C20_Folha.txt.seg_S11, 0.0, 0, 0, NOT_RELATION, 0.2857142857142857, 0.2535211267605634, nao
sumario_S4__D1_C20_Folha.txt.seg_S12, 0.0, 0, 0, NOT_RELATION, 0.2857142857142857, 0.3826086956521739, nao
sumario_S4__D1_C20_Folha.txt.seg_S13, 0.0, 0, 0, NOT_RELATION, 0.42857142857142855, 0.05333333333333334, nao
sumario_S4__D1_C20_Folha.txt.seg_S14, 0.0, 0, 0, NOT_RELATION, 0.42857142857142855, 0.2535211267605634, nao
sumario_S4__D1_C20_Folha.txt.seg_S15, 0.2857142857142857, 0, 1, REDUNDANCIA, 0.5714285714285714, 0.056338028169014086, nao
sumario_S4__D1_C20_Folha.txt.seg_S16, 0.0, 0, 0, NOT_RELATION, 0.5714285714285714, 0.16470588235294117, nao
sumario_S4__D1_C20_Folha.txt.seg_S17, 0.0, 0, 0, NOT_RELATION, 0.7142857142857143, 0.601123595505618, nao
sumario_S1__D1_C29_Folha.txt.seg_S10, 0.0, 0, 0, NOT_RELATION, 0.6, 0.5529953917050692, nao
sumario_S1__D1_C29_Folha.txt.seg_S11, 0.16666666666666666, 0, 1, REDUNDANCIA, 0.6, 0.28110599078341014, nao
sumario_S1__D1_C29_Folha.txt.seg_S12, 0.0, 0, 0, NOT_RELATION, 0.6, 0.6175115207373272, nao
sumario_S1__D1_C29_Folha.txt.seg_S13, 0.2916666666666667, 0, 1, REDUNDANCIA, 0.8, 0.06912442396313365, nao
sumario_S1__D1_C29_Folha.txt.seg_S14, 0.041666666666666664, 1, 0, NOT_RELATION, 0.8, 0.2534562211981567, nao
sumario_S1__D1_C29_Folha.txt.seg_S15, 0.0, 2, 0, NOT_RELATION, 0.8, 0.22580645161290322, nao
sumario_S1__D1_C29_Folha.txt.seg_S16, 0.041666666666666664, 2, 0, NOT_RELATION, 1.0, 0.1214574898785425, nao
sumario_S1__D1_C29_Folha.txt.seg_S17, 0.125, 0, 0, NOT_RELATION, 1.0, 0.08755760368663594, nao
sumario_S1__D1_C29_Folha.txt.seg_S18, 0.041666666666666664, 0, 0, NOT_RELATION, 1.0, 0.3686635944700461, nao
sumario_S1__D1_C29_Folha.txt.seg_S19, 0.041666666666666664, 0, 0, NOT_RELATION, 1.0, 0.47465437788018433, nao
sumario_S7__D4_C26_JB.txt.seg_S12, 0.0, 0, 0, NOT_RELATION, 0.1111111111111111, 0.4696969696969697, nao
sumario_S6__D2_C48_Estadao.txt.seg_S17, 0.09090909090909091, 0, 0, NOT_RELATION, 0.375, 0.0, nao
sumario_S3__D3_C6_JB.txt.seg_S11, 0.09090909090909091, 0, 0, NOT_RELATION, 0.75, 0.2903225806451613, nao
sumario_S3__D3_C6_JB.txt.seg_S10, 0.18181818181818182, 1, 0, NOT_RELATION, 0.5, 0.13725490196078433, nao
sumario_S3__D3_C6_JB.txt.seg_S12, 0.09090909090909091, 0, 0, NOT_RELATION, 0.75, 0.022222222222222223, nao
sumario_S7__D1_C25_Folha.txt.seg_S4, 0.05, 1, 0, NOT_RELATION, 0.2857142857142857, 0.8385416666666666, nao
sumario_S7__D1_C25_Folha.txt.seg_S5, 0.0, 0, 0, NOT_RELATION, 0.42857142857142855, 0.30434782608695654, nao
sumario_S7__D1_C25_Folha.txt.seg_S6, 0.0, 0, 0, NOT_RELATION, 0.5714285714285714, 0.9583333333333334, nao
sumario_S7__D1_C25_Folha.txt.seg_S7, 0.0, 0, 0, NOT_RELATION, 0.7142857142857143, 0.19791666666666666, nao
sumario_S7__D1_C25_Folha.txt.seg_S1, 0.05, 0, 0, NOT_RELATION, 0.14285714285714285, 0.671875, nao
sumario_S7__D1_C25_Folha.txt.seg_S2, 0.0, 0, 0, NOT_RELATION, 0.0, 0.6510416666666666, nao
sumario_S7__D1_C25_Folha.txt.seg_S3, 0.05, 1, 0, NOT_RELATION, 0.14285714285714285, 0.84375, nao
sumario_S9__D1_C18_Folha.txt.seg_S10, 0.058823529411764705, 0, 0, NOT_RELATION, 0.625, 0.06666666666666667, nao
sumario_S9__D1_C18_Folha.txt.seg_S11, 0.0, 0, 0, NOT_RELATION, 0.625, 0.4666666666666667, nao
sumario_S9__D1_C18_Folha.txt.seg_S12, 0.23529411764705882, 2, 0, NOT_RELATION, 0.625, 0.2753623188405797, nao
sumario_S9__D1_C18_Folha.txt.seg_S13, 0.0, 0, 0, NOT_RELATION, 0.5, 0.6733333333333333, nao
sumario_S9__D1_C18_Folha.txt.seg_S14, 0.11764705882352941, 0, 1, REDUNDANCIA, 0.5, 0.38, nao
sumario_S9__D1_C18_Folha.txt.seg_S15, 0.058823529411764705, 0, 0, NOT_RELATION, 0.5, 0.4, nao
sumario_S9__D1_C18_Folha.txt.seg_S16, 0.0, 0, 0, NOT_RELATION, 0.375, 0.5066666666666667, nao
sumario_S9__D1_C18_Folha.txt.seg_S17, 0.058823529411764705, 0, 0, NOT_RELATION, 0.375, 0.038461538461538464, nao
sumario_S6__D2_C22_Estadao.txt.seg_S14, 0.08333333333333333, 0, 0, NOT_RELATION, 0.125, 0.5182186234817814, nao
sumario_S6__D2_C22_Estadao.txt.seg_S15, 0.0, 0, 0, NOT_RELATION, 0.25, 0.16783216783216784, nao
sumario_S6__D2_C22_Estadao.txt.seg_S10, 0.16666666666666666, 0, 0, NOT_RELATION, 0.125, 0.15126050420168066, nao
sumario_S6__D2_C22_Estadao.txt.seg_S11, 0.08333333333333333, 0, 0, NOT_RELATION, 0.0, 0.48739495798319327, nao
sumario_S6__D2_C22_Estadao.txt.seg_S12, 0.08333333333333333, 1, 0, NOT_RELATION, 0.0, 0.21710526315789475, nao
sumario_S6__D2_C22_Estadao.txt.seg_S13, 0.25, 1, 1, REDUNDANCIA, 0.125, 0.11764705882352941, nao
sumario_S6__D2_C48_Estadao.txt.seg_S10, 0.0, 0, 0, NOT_RELATION, 0.125, 0.09836065573770492, nao
sumario_S3__D2_C22_Estadao.txt.seg_S11, 0.0, 0, 0, NOT_RELATION, 0.375, 0.32786885245901637, nao
sumario_S5__D4_C25_JB.txt.seg_S19, 0.0, 0, 0, NOT_RELATION, 0.2857142857142857, 0.5928571428571429, nao
sumario_S2__D2_C31_Estadao.txt.seg_S6, 0.2222222222222222, 0, 0, NOT_RELATION, 0.5, 0.3949579831932773, sim
sumario_S2__D1_C49_Folha.txt.seg_S5, 0.0, 0, 0, NOT_RELATION, 0.6, 0.6323119777158774, nao
sumario_S2__D2_C31_Estadao.txt.seg_S4, 0.1111111111111111, 0, 0, NOT_RELATION, 0.0, 0.32075471698113206, nao
sumario_S2__D2_C31_Estadao.txt.seg_S5, 0.0, 0, 0, NOT_RELATION, 0.5, 0.4330708661417323, nao
sumario_S2__D2_C31_Estadao.txt.seg_S2, 0.0, 0, 0, NOT_RELATION, 0.5, 0.5068493150684932, nao
sumario_S2__D2_C31_Estadao.txt.seg_S3, 0.5555555555555556, 0, 1, COMPLEMENTO, 0.0, 0.2916666666666667, sim
sumario_S2__D1_C49_Folha.txt.seg_S4, 0.2857142857142857, 4, 0, NOT_RELATION, 0.4, 0.7476099426386233, sim
sumario_S2__D1_C49_Folha.txt.seg_S7, 0.14285714285714285, 2, 0, NOT_RELATION, 1.0, 0.7411764705882353, nao
sumario_S6__D2_C48_Estadao.txt.seg_S11, 0.0, 0, 0, NOT_RELATION, 0.0, 0.6818181818181818, nao
sumario_S4__D4_C27_JB.txt.seg_S5, 0.0, 0, 0, NOT_RELATION, 0.18181818181818182, 0.19696969696969696, nao
sumario_S4__D4_C27_JB.txt.seg_S4, 0.0, 0, 0, NOT_RELATION, 0.18181818181818182, 0.030303030303030304, nao
sumario_S4__D4_C27_JB.txt.seg_S7, 0.1111111111111111, 0, 0, NOT_RELATION, 0.09090909090909091, 0.10810810810810811, nao
sumario_S10__D1_C26_Folha.txt.seg_S5, 0.05555555555555555, 0, 0, NOT_RELATION, 0.1111111111111111, 0.3561643835616438, nao
sumario_S4__D4_C27_JB.txt.seg_S1, 0.0, 0, 0, NOT_RELATION, 0.09090909090909091, 0.6683417085427136, nao
sumario_S4__D4_C27_JB.txt.seg_S3, 0.2222222222222222, 0, 1, REDUNDANCIA, 0.09090909090909091, 0.3787878787878788, sim
sumario_S4__D4_C27_JB.txt.seg_S2, 0.0, 0, 0, NOT_RELATION, 0.0, 0.7040358744394619, nao
sumario_S10__D1_C26_Folha.txt.seg_S2, 0.3888888888888889, 0, 1, REDUNDANCIA, 0.2222222222222222, 0.3624454148471616, sim
sumario_S4__D4_C27_JB.txt.seg_S9, 0.3333333333333333, 0, 1, COMPLEMENTO, 0.09090909090909091, 0.45901639344262296, sim
sumario_S4__D4_C27_JB.txt.seg_S8, 0.2222222222222222, 0, 0, NOT_RELATION, 0.09090909090909091, 0.25842696629213485, nao
sumario_S2__D2_C32_Estadao.txt.seg_S17, 0.0, 0, 0, NOT_RELATION, 0.875, 0.6647058823529411, nao
sumario_S9__D2_C27_Estadao.txt.seg_S11, 0.0, 0, 0, NOT_RELATION, 0.18181818181818182, 0.17391304347826086, nao
sumario_S2__D3_C9_OGlobo.txt.seg_S8, 0.3333333333333333, 0, 0, NOT_RELATION, 1.0, 0.8192419825072886, nao
sumario_S10__D1_C26_Folha.txt.seg_S1, 0.05555555555555555, 0, 0, NOT_RELATION, 0.3333333333333333, 0.4362934362934363, nao
sumario_S5__D1_C27_Folha.txt.seg_S19, 0.0, 1, 0, NOT_RELATION, 0.18181818181818182, 0.39325842696629215, nao
sumario_S9__D1_C44_Folha.txt.seg_S12, 0.0, 0, 0, NOT_RELATION, 0.375, 0.5567567567567567, nao
sumario_S4__D2_C41_Estadao.txt.seg_S9, 0.0, 1, 0, NOT_RELATION, 0.2, 0.42391304347826086, nao
sumario_S4__D2_C41_Estadao.txt.seg_S8, 0.05, 0, 0, NOT_RELATION, 0.0, 0.02127659574468085, nao
sumario_S6__D2_C48_Estadao.txt.seg_S13, 0.0, 0, 0, NOT_RELATION, 0.125, 0.17272727272727273, nao
sumario_S5__D3_C45_OGlobo.txt.seg_S3, 0.0, 0, 0, NOT_RELATION, 0.16666666666666666, 0.7512953367875648, nao
sumario_S5__D3_C45_OGlobo.txt.seg_S2, 0.0, 0, 0, NOT_RELATION, 0.0, 0.7391304347826086, nao
sumario_S5__D3_C45_OGlobo.txt.seg_S1, 0.0, 0, 0, NOT_RELATION, 0.16666666666666666, 0.6307692307692307, nao
sumario_S5__D3_C45_OGlobo.txt.seg_S7, 1.0, 0, 1, REDUNDANCIA, 0.3333333333333333, 0.0, sim
sumario_S5__D3_C45_OGlobo.txt.seg_S6, 0.0, 0, 0, NOT_RELATION, 0.5, 0.5, nao
sumario_S5__D3_C45_OGlobo.txt.seg_S5, 0.0, 0, 0, NOT_RELATION, 0.5, 0.2835820895522388, nao
sumario_S5__D3_C45_OGlobo.txt.seg_S4, 0.0, 0, 0, NOT_RELATION, 0.3333333333333333, 0.5247524752475248, nao
sumario_S3__D3_C29_GPovo.txt.seg_S11, 0.05555555555555555, 0, 0, NOT_RELATION, 0.6, 0.05421686746987952, nao
